"uri";"sigla";"apelido";"nome";"nomePublicacao";"codTipoOrgao";"tipoOrgao";"dataInicio";"dataInstalacao";"dataFim";"dataFimOriginal";"codSituacao";"descricaoSituacao";"casa";"sala";"urlWebsite"
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5387";"PL276300";"PL 2763/00 - POLÍTICA NACIONAL SANEAMENTO";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 2763, de 2000, que ""dispõe sobre a Política Nacional de Saneamento, seus instrumentos e dá outras providências""";"COMISSÃO ESPECIAL - PL 2763/00 - POLÍTICA NACIONAL SANEAMENTO";"3";"Comissão Especial";"2000-05-11T00:00:00";"2001-03-20T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5407";"PL319800";"PL 3198/00 - ESTATUTO DA IGUALDADE RACIAL";"Comissão Especial destinada a apreciar e proferir parecer ao Projeto de Lei nº 3198, de 2000,  que ""institui o Estatuto da Igualdade Racial, em defesa dos que sofrem preconceito ou discriminação em função de sua etnia, raça e/ou cor, e dá outras providências"".";"COMISSÃO ESPECIAL - PL 3198/00 - ESTATUTO DA IGUALDADE RACIAL";"3";"Comissão Especial";"2000-08-14T00:00:00";"2001-09-11T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5409";"CPINIKE";"CPI - CBF/NIKE";"Comissão Parlamentar de Inquérito destinada a apurar a regularidade do contrato celebrado entre a CBF e a Nike.";"CPI - CBF/NIKE";"4";"Comissão Parlamentar de Inquérito";"2000-10-04T00:00:00";"2000-10-17T00:00:00";"2001-06-13T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II - Sala 151 - B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5412";"PEC28100";"PEC 281/00 - NOMEAÇÃO CARGO MINISTRO TCU";"Comissão Especial destinada a apreciar e  proferir parecer à Proposta de Emenda à Constituição nº 281-A, de 2000, que ""dá nova redação ao inciso I do § 1º do art. 73 da Constituição Federal"" (altera critério de nomeação de ministro do TCU)";"COMISSÃO ESPECIAL - PEC 281/00 - NOMEAÇÃO CARGO MINISTRO TCU";"3";"Comissão Especial";"2000-11-09T00:00:00";"2000-11-29T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5426";"CPIOBRAS";"CPI - OBRAS INACABADAS";"Comissão Parlamentar de Inquérito destinada a ""investigar as possíveis irregularidades atentatórias aos Princípios Constitucionais da legalidade, da moralidade administrativa e da economicidade, nas obras iniciadas e não concluídas e nos bens imóveis que não estão sendo utilizados, ou utilizados inadequadamente, pela Administração Federal"".";"CPI - OBRAS INACABADAS";"4";"Comissão Parlamentar de Inquérito";"2001-04-02T00:00:00";"2001-05-16T00:00:00";"2001-11-08T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5428";"PEC05399";"PEC 053/99 - SISTEMA FINANCEIRO";"Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição nº 53, de 1999,  que ""altera o inciso V do art. 163 e o art. 192 da Constituição Federal, e o caput do art. 52 do Ato das Disposições Constitucionais Transitórias"" (Sistema Financeiro)";"COMISSÃO ESPECIAL - PEC 053/99 - SISTEMA FINANCEIRO";"3";"Comissão Especial";"2001-04-05T00:00:00";"2001-05-17T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5429";"PLP16700";"PLP 167/00 - ESTATUTO DA TERRA";"Comissão Especial destinada a apreciar e proferir parecer ao Projeto de Lei Complementar nº 167, de 2000, que ""Institui o Novo Estatuto da Terra, que dispõe sobre a política fundiária e agrícola, e dá outras providências""";"COMISSÃO ESPECIAL - PLP 167/00 - ESTATUTO DA TERRA";"3";"Comissão Especial";"2001-04-17T00:00:00";"2001-05-16T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5435";"CPIBANES";"CPI - BANESPA";"Comissão Parlamentar de Inquérito destinada a ""investigar várias  irregularidades praticadas durante a vigência do Regime de Administração Especial Temporária (RAET) no BANESPA - Banco do Estado de São Paulo S.A. "".";"CPI - BANESPA";"4";"Comissão Parlamentar de Inquérito";"2001-06-20T00:00:00";"2001-08-22T00:00:00";"2002-06-11T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5436";"CPISIVAM";"CPI - SISTEMA DE VIGILÂNICA DA AMAZÔNIA - SIVAM";"Comissão Parlamentar de Inquérito destinada ""apurar as atividades, relações e envolvimento do Sr. José Afonso Assumpção e do Embaixador Júlio César Gomes dos Santos no exercício de advocacia administrativa, tráfico de influências, oferecimento de propinas (corrupção ativa) e especialmente todas as denúncias referentes ao Projeto SIVAM - Sistema de Vigilância da Amazônia.";"CPI - SISTEMA DE VIGILÂNICA DA AMAZÔNIA - SIVAM";"4";"Comissão Parlamentar de Inquérito";"2001-06-20T00:00:00";"2001-08-22T00:00:00";"2002-06-04T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5437";"PEC05799";"PEC 057/99 - FUNDO NAC DESENVOLVIMENTO SEMI-ÁRIDO";"Comissão Especial destinada a apreciar e  proferir parecer  à Proposta de Emenda à Constituição nº 57-A, de 1999, que "" altera o art. 159 para instituir o Fundo Nacional de Desenvolvimento do Semi-Árido e prevê suas fontes de recursos"".";"COMISSÃO ESPECIAL - PEC 057/99 - FUNDO NAC DESENVOLVIMENTO SEMI-ÁRIDO";"3";"Comissão Especial";"2001-06-20T00:00:00";"2001-08-21T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5438";"CLP";"Legislação Participativa";"Comissão de Legislação Participativa";"Comissão de Legislação Participativa";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-06T00:00:00";"";"";"3";"Constituída";"Câmara dos Deputados";"Anexo II, Pav. Superior, Ala A, sala 121";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5441";"PEC59898";"PEC 598/98 - IDADE MINIMA CARGO ELETIVO";"Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição nº 598-A, de 1998,  que ""altera a redação das letras ""a"", ""b"", ""c"" e ""d"" do inciso VI do § 3º do art. 14 da Constituição Federal"" (idade mínima para cargo eletivo)";"COMISSÃO ESPECIAL - PEC 598/98 - IDADE MINIMA CARGO ELETIVO";"3";"Comissão Especial";"2001-08-22T00:00:00";"2001-10-23T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5444";"CPIPROER";"CPI - PROER";"Comissão  Parlamentar de Inquérito destinada a "" investigar as relaçoes do Banco Central do Brasil com o sistema financeiro privado"" - PROER.";"CPI - PROER";"4";"Comissão Parlamentar de Inquérito";"2001-09-03T00:00:00";"2001-09-13T00:00:00";"2002-04-16T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5450";"SINDOBRA";"SINDICANCIA CPI OBRAS";"Comissão de Sindicância destinada a examinar denúncias oferecidas contra a CPI destinada a ""investigar as possíveis irregularidades atentatórias aos Princípios Constitucionais da legalidade, da moralidade administrativa e da economicidade, nas obras iniciadas e não concluídas e os bens imóveis que não estão sendo utilizados, ou utilizados inadequadamente pela administsração federal"". (Obras Inacabadas)";"SINDICANCIA CPI OBRAS";"7";"Comissão de Sindicância";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5453";"PEC57598";"PEC 575/98 - ILHAS OCEÂNICAS";"Comissão Especial destinada a apreciar e  proferir parecer à Proposta de Emenda à Constituição nº 575-A, de 1998, que ""altera o inciso IV, do art. 20, da Constituição Federal"" (excluindo dos bens da União ou dos Estados as ilhas oceânicas e costeiras que integram o território de município).";"COMISSÃO ESPECIAL - PEC 575/98 - ILHAS OCEÂNICAS";"3";"Comissão Especial";"2001-09-26T00:00:00";"2002-06-04T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5455";"PEC55097";"PEC 550/97 - ZONA FRANCA DE MANAUS";"Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição nº 550-A, de 1997, do Senhor Deputado Antônio Feijão e outros, que ""dá nova redação ao art. 40 do Ato das Disposições Constitucionais Transitórias, altera o prazo de vigência da Zona Franca de Manaus e dá outras providências"".";"COMISSÃO ESPECIAL - PEC 550/97 - ZONA FRANCA DE MANAUS";"3";"Comissão Especial";"2001-11-14T00:00:00";"2001-11-14T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5457";"CPICPMF";"CPI -  RECURSOS DA CPMF";"Comissão Parlamentar de Inquérito destinada a ""investigar o destino dado aos recursos angariados com o recolhimento da Contribuição sobre Movimentação Financeira - CPMF"".";"CPI -  RECURSOS DA CPMF";"4";"Comissão Parlamentar de Inquérito";"2001-09-27T00:00:00";"2002-03-26T00:00:00";"2002-12-12T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5467";"PRESI";"Presidência";"Presidência da Câmara dos Deputados";"Presidência da Câmara dos Deputados";"1";"Comissão Diretora";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5468";"1VIPR";"1ª Vice-Presidência";"Primeira Vice-Presidência";"1ª Vice-Presidência da Câmara dos Deputados";"1";"Comissão Diretora";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5469";"2VIPR";"2ª Vice-Presidência";"Segunda Vice-Presidência";"2ª Vice-Presidência da Câmara dos Deputados";"1";"Comissão Diretora";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5470";"1SECM";"1ª Secretaria";"Primeira Secretaria";"1ª Secretaria da Câmara dos Deputados";"1";"Comissão Diretora";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5471";"2SECM";"2ª Secretaria";"Segunda Secretaria da Câmara dos Deputados";"2ª Secretaria da Câmara dos Deputados";"1";"Comissão Diretora";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5472";"3SECM";"3ª Secretaria";"Terceira Secretaria";"3ª Secretaria da Câmara dos Deputados";"1";"Comissão Diretora";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5473";"4SECM";"4ª Secretaria";"Quarta Secretaria";"4ª Secretaria da Câmara dos Deputados";"1";"Comissão Diretora";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5474";"SUPLM";"Suplência da Mesa";"Suplência de Secretários da Mesa";"Suplência da Mesa";"1";"Comissão Diretora";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5496";"CPIINSS";"CPI - FRAUDES DO INSS";"Comissão Parlamentar de Inquérito destinada a ""investigar a apropriação indébita relativa às contribuições previdenciárias dos trabalhadores do setor privado, as eliminações, exclusões, quitações e parcelamentos de débito, bem como emissões de certidões negativas de débito realizadas pelo Instituto Nacional do Seguro Social - INSS nos últimos 5 (cinco) anos"".";"CPI - FRAUDES DO INSS";"4";"Comissão Parlamentar de Inquérito";"2001-09-27T00:00:00";"2002-08-29T00:00:00";"2003-01-30T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5497";"PEC41201";"PEC 412/01- FUNDO DE DESENV. DA AMAZÔNIA OCIDENTAL";"Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição nº412-A, de 2001, que ""altera o Ato das Disposições Constitucionais Transitórias, introduzindo artigos para instituir o Fundo de Desenvolvimento da Amazônia Ocidental"".";"COMISSÃO ESPECIAL - PEC 412/01- FUNDO DE DESENV. DA AMAZÔNIA OCIDENTAL";"3";"Comissão Especial";"2001-12-07T00:00:00";"2002-04-17T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"Segurança Pública e Combate ao Crime Organizado";"Comissão de Segurança Pública e Combate ao Crime Organizado";"Comissão de Segurança Pública e Combate ao Crime Organizado";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-06T00:00:00";"";"";"3";"Constituída";"Câmara dos Deputados";"Anexo II, Pav. Superior, Ala C, sala 166";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5504";"CMCCAI";"Comissão Mista de Controle das Atividades de Inteligência";"Comissão Mista de Controle das Atividades de Inteligência - CCAI";"Comissão Mista de Controle das Atividades de Inteligência";"6";"Comissão Mista Permanente";"";"";"";"";"";"";"Congresso Nacional";"Serviço de Apoio a Conselhos Órgãos do Parlamento";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5541";"PEC50402";"PEC  504/02 - ILUMINAÇÃO PÚBLICA";"Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição nº 504-A, de 2002, que ""acrescenta o  art. 149-A à Constituição Federal"",  autorizando os Municípios e o DF a instituírem contribuição  para o custeio do serviço de iluminação pública.";"Comissão Especial sobre Iluminação Pública (PEC 504/02)";"3";"Comissão Especial";"2002-04-17T00:00:00";"2002-06-19T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5546";"PEC47401";"PEC 474/01 - IMPOSTO ÚNICO FEDERAL";"Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição nº 474-A, de 2001, que ""aperfeiçoa o Sistema Tributário Nacional e o financiamento da Seguridade Social, estabelece normas de transição e dá outras providências"".";"COMISSÃO ESPECIAL - PEC 474/01 - IMPOSTO ÚNICO FEDERAL";"3";"Comissão Especial";"2002-04-29T00:00:00";"2002-06-04T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5547";"CPIFUNDE";"CPI - FUNDEF";"Comissão Parlamentar de Inquérito destinada a  ""investigar denúncias de irregularidades, desvios de recursos e finalidades, na aplicação do Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério - FUNDEF"".";"CPI - FUNDEF";"4";"Comissão Parlamentar de Inquérito";"2002-05-08T00:00:00";"2002-11-05T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5550";"PL384600";"PL 3846/00 - AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL";"Projeto de lei que ""Dispõe sobre a Ordenação da Aviação Civil, cria a Agência Nacional de Aviação Civil - ANAC, e dá outras providências"".";"COMISSÃO ESPECIAL - PL 3846/00 - AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL";"3";"Comissão Especial";"2001-03-12T00:00:00";"2002-06-25T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5551";"MPV03602";"MPV36";"Abre crédito extraordinário, em favor da Justiça do Trabalho e do Ministério da Integração Nacional, no vlaor global de R$ 124.210.542,00 para os fins que especifica";"MPV36";"9";"Comissão Medida Provisória";"";"";"";"";"";"";"Congresso Nacional";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5552";"MPV03702";"MPV37";"Dispõe sobre a estruturação de órgãos, cria cargos em comissão no âmbito do Poder Executivo Federal, e dá outras providências.";"MPV37";"9";"Comissão Medida Provisória";"";"";"";"";"";"";"Congresso Nacional";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5553";"MPV03802";"MPV38";"Dispõe sobre o parcelamento de débitos tributários de Estados, do Distrito Federal, de Municípios e de empresas públicas e privadas em processo de falência ou de liquidação, institui regime especial de parcelamento da contribuição para o Programa de Formação do Patrimônio do Servidor Público - PASEP, restabelece prazos para pagamento de débitos tributários, inclusive do imposto de renda incidente sobre lucro inflacionário, concede benefícios fiscais à instalação, ampliação ou modernização de unidades industriais e tratamento tributário isonômico entre produção nacional e a importação de papel-jornal, altera a legislação aduaneira e a relativa à cobrança de direitos antidumping e compensatórios, e dá outras providências.";"MPV38";"9";"Comissão Medida Provisória";"";"";"";"";"";"";"Congresso Nacional";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5554";"MPV03902";"MPV39";"Altera a Lei nº 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto e dá outras providências";"MPV39";"9";"Comissão Medida Provisória";"";"";"";"";"";"";"Congresso Nacional";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5555";"MPV04002";"MPV40";"Abre crédito extraordinário, no valor de R$ 326.075.000,00, em favor do Ministério de Minas e Energia, para os fins que especifica";"MPV40";"9";"Comissão Medida Provisória";"";"";"";"";"";"";"Congresso Nacional";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5559";"CPITORTU";"CPI - TORTURA E MAUS-TRATOS";"Comissão Parlamentar de Inquérito destinada a  'investigar casos de tortura e maus-tratos praticados por agentes públicos"".";"CPI - TORTURA E MAUS-TRATOS";"4";"Comissão Parlamentar de Inquérito";"2002-09-10T00:00:00";"2002-11-13T00:00:00";"2002-12-19T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5560";"CPITRAFI";"CPI - TRÁFICO DE ANIMAIS E PLANTAS";"Comissão Parlamentar de Inquérito destinada a  ""investigar o tráfico ilegal de animais e plantas silvestres da fauna e flora brasileiras"".";"CPI - TRÁFICO DE ANIMAIS E PLANTAS";"4";"Comissão Parlamentar de Inquérito";"2002-09-10T00:00:00";"2002-11-13T00:00:00";"2003-01-30T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5566";"MPV04102";"MPV41";"Altera a Lei nº 10.147, de 21 de dezembro de 2000, que dispõe sobre a incidência da contribuição para os Programas de Integração Social e de Formação do Patrimônio - PIS-Pasep e da Contribuição para o Financiamento da Seguridade Social - Cofins, nas operações de venda dos produtos que especifica, e dá outras providências.";"MPV41";"9";"Comissão Medida Provisória";"";"";"";"";"";"";"Congresso Nacional";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5568";"MPV04202";"MPV42";"Dispõe sobre a estruturação da Carreira de Inteligência, a remuneração dos integrantes do Quadro de Pessoal da Agência Brasileira de Inteligência - ABIN, e dá outras providências.";"MPV42";"9";"Comissão Medida Provisória";"";"";"";"";"";"";"Congresso Nacional";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5569";"MPV04302";"MPV43";"Dispõe sobre a remuneração dos cargos da Carreira de Procurador da Fazenda Nacional, e dá outras providências";"MPV43";"9";"Comissão Medida Provisória";"";"";"";"";"";"";"Congresso Nacional";"";""
